conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
http://data.europa.eu/esco/skill/81f53835-1dfe-4819-8bc1-01d9b647add8,knowledge,sector-specific,types of storage facilities,"range of storage facilities
characteristics of warehouses and stores
typology of storage facilities
functions of warehouses and stores
functions of storage facilities
range of warehouses and stores
types of warehouses and stores
characteristics of storage facilities
typology of warehouses and stores",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Different types of devices and facilities used to hold information and their quality criterias.
http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37,knowledge,cross-sector,laboratory techniques,"technique used in laboratory
thermic methods
gravimetric analysis
techniques used in laboratory
lab techniques
gas chromatography
electronic methods
natural science techniques",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Techniques applied in the different fields of natural science in order to obtain experimental data such as gravimetric analysis, gas chromatography, electronic or thermic methods."
http://data.europa.eu/esco/skill/82fadde2-45cc-4734-bace-dadafdeaa41f,skill/competence,cross-sector,calibrate laboratory equipment,"re-adjust laboratory equipment
fine tune laboratory equipment
balance laboratory equipment
calibrate of the laboratory equipment
regulate laboratory equipment
calibrate of laboratory equipment",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Calibrate laboratory equipment by comparing between measurements: one of known magnitude or correctness, made with a trusted device and a second measurement from another piece of laboratory equipment. Make the measurements in as similar a way as possible."
http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,skill/competence,cross-sector,apply research ethics and scientific integrity principles in research activities,"adhere to scientific research code of ethics
obey scientific research code of conduct
follow scientific research code of conduct",,released,2020-12-11T12:37:37.532Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Apply fundamental ethical principles and legislation to scientific research, including issues of research integrity. Perform, review, or report research avoiding misconducts such as fabrication, falsification, and plagiarism."
http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,skill/competence,cross-sector,inspect trees,"tree checking
inspecting trees
checking trees
tree inspecting and surveying
tree inspecting
inspect and survey trees
checking and surveying trees
tree checking and surveying
check and survey trees
check trees
inspecting and surveying trees",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carry out tree inspections and surveys.
http://data.europa.eu/esco/skill/83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,skill/competence,sector-specific,acquire licences for the use of weapons,"acquire weapons' licences
obtain permit for the use of weapons
obtain authorisation for the use of weapons
acquire licence to use weapons
acquire licenses for the use of weapons",,released,2023-03-28T09:47:59.797Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Coordinate with technical staff on legal aspects such as licenses, authorisations and assurances related to weapons and munition."
http://data.europa.eu/esco/skill/844e9480-7aef-49f6-9260-d88c27249241,skill/competence,sector-specific,propagate plants,"plants propagating
cultivate plants
plants cultivating
assist in plant propagation
plant propagating
plant cultivating",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carry out propagation activities by appling appropriate propagation methods such as grafted cutting propagation or generative propagation considering the plant type. Carry out propagation control considering the required terms and conditions for specific plant type.
http://data.europa.eu/esco/skill/85c1377a-b96f-4ad0-adb4-8d11f8a2eecd,skill/competence,sector-specific,present the farm facilities,"present the facilities of the farm
running farm demonstrations
running open-farm events
presenting the farm facilities
run farm demonstrations
run open-farm events
farm facilities presenting
presenting the facilities of the farm",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform customer adapted presentations of the farm organization and farm processes taking under consideration the farm sustainability and local environment.
http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,skill/competence,cross-sector,promote open innovation in research,"encourage open innovation in research
promote integrated collaboration in research
boost open innovation in research
stimulate collaborative innovation in research
foster collaborative innovation in research",,released,2024-02-22T15:09:51.665Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Apply techniques, models, methods and strategies which contribute to the promotion of steps towards innovation through collaboration with people and organizations outside the organisation."
http://data.europa.eu/esco/skill/87da57a8-ae40-41e3-998e-f517daa95c9a,skill/competence,cross-sector,handling chemical products for soil and plants,"using chemical products for plants
use chemical products for plants
handling chemical products for soil
use chemical products for soil and plants
handling chemical products for plants
using chemical products for soil
handle chemical products for soil and plants
using chemical products for soil and plants
use chemical products for soil
chemical products handling for soil and plants",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Handling chemical products for soil and plants includes cleaning the equipment used for spreading and spraying, mixing of chemicals, preparing pesticides and herbicides for spraying, preparing fertilisers for spreading."
http://data.europa.eu/esco/skill/8853dc46-e29e-4c6e-ab9c-f2553f7b2b8f,skill/competence,sector-specific,operate hand pruning equipment,"hand pruning undertaking
performing hand pruning
hand pruning performing
undertake hand pruning
perform hand pruning
pruning by hand
undertaking hand pruning",,released,2023-11-06T10:04:35.722Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Efficiently perform hand pruning by using specific pruning tools like shears, lopping shears, saw, a small pocket scale to weigh the pruned material, and twine."
http://data.europa.eu/esco/skill/89b485de-ba3c-42be-8d57-73a4ec4eef63,skill/competence,occupation-specific,monitor grapes,"grapes checking
monitoring grapes
check grapes
checking grapes
grape monitoring
grapes monitoring
grape checking",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Monitoring the growth of grapes to ensure their quality. Determine the correct time for harvest. Test the grapes as necessary to ensure fruit quality.
http://data.europa.eu/esco/skill/89d25455-184b-4c20-9cbc-9f5f89df500f,skill/competence,sector-specific,maintain animal accommodation hygienic,"maintain animal kennel
maintain accommodations for animal
maintaining animal accommodation
maintain animal accommodation
manage animal accommodation
maintain accommodation for animals",,released,2023-05-04T12:26:10.562Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure animal enclosures such as habitats, terrariums, cages or kennels are in the appropriate and hygienic condition. Clean the enclosure and provide new bedding material if called for."
http://data.europa.eu/esco/skill/89d2bb53-67fc-4b9e-80c7-07b6c587bc0d,skill/competence,sector-specific,work safely with chemicals,"working safely with chemicals
operate safely with chemicals
perform duties safely with chemicals",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Take the necessary precautions for storing, using and disposing chemical products."
http://data.europa.eu/esco/skill/89db623e-e1fc-4ec2-9a0f-7b72b4c35303,skill/competence,cross-sector,gather experimental data,"experimental data gathering
accumulate experimental data
collect experimental data
gathering of experimental data
compile experimental data",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Collect data resulting from the application of scientific methods such as test methods, experimental design or measurements."
http://data.europa.eu/esco/skill/8a1942a8-bebd-4cc5-bdff-fe215aaa3de5,skill/competence,sector-specific,use gardening equipment,"using gardening equipment
gardening equipment use
using garden tools
garden tool using
use garden tools
gardening equipment using
using tools for gardening
using equipment for gardening
use equipment for gardening
use tools for gardening",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Use gardening equipment such as clippers, sprayers, mowers, chainsaws, complying to health and safety regulations."
http://data.europa.eu/esco/skill/8a455b44-004d-43c7-8e42-45163482a66f,skill/competence,occupation-specific,evaluate semen,"verify quality of collected semen
examine semen
evaluate density and motility of semen
ensure quality of collected semen",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ensure collected semen is of good quality and quantity. Examine semen, using a microscope, to evaluate density and motility of gametes. Dilute semen with prescribed diluents according to regulations."
http://data.europa.eu/esco/skill/8a98707e-b2ee-48fe-9f36-e47e3555ecf7,skill/competence,cross-sector,evaluate employees work,"team performance evaluating
employees work evaluating
evaluating employees work
evaluate team performance
evaluating team performance",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Evaluate the need for labour for the work ahead. Evaluate the performance of the team of workers and inform superiors. Encourage and support the employees in learning, teach them techniques and check the application to ensure product quality and labour productivity."
http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b,skill/competence,cross-sector,advise on efficiency improvements,"give recommendations on efficiency improvements
counsel on efficiency improvements
advise on improving efficiency
advise on efficiency improvement
offer suggestions on efficiency improvements
advising on efficiency improvements",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Analyse information and details of processes and products in order to advise on possible efficiency improvements that could be implemented and would signify a better use of resources.
http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,knowledge,cross-sector,geology,"physical geography
processes of geology
geological processes
earth science
vulcanology
geological science
geomorphology
science of geology",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Solid earth, rock types, structures and the processes by which they are altered."
http://data.europa.eu/esco/skill/8c245dab-8890-47be-adfc-c85fc3be634e,skill/competence,sector-specific,skin animals,"skinning animals
skin an animal
dissect animals
cut up animals
strip animals",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Skin animals in an appropriate manner considering the end purpose of the skin. Strip off the hide of an animal to prepare for processing the carcass, or to use the skin or fur. Use case skinning for smaller animals, where an incision is made around the feet and the skin stripped off like a sock. If a non-invasive slaughter method like gassing or beating was used on a fur animal, take care to ensure that the animal is dead prior to skinning. Use open skinning for large animals, where an incision is made along the abdomen. Use the required equipment for skinning."
http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,skill/competence,occupation-specific,monitor grounds,"grounds checking
grounds condition monitering
check grounds
monitering condition of grounds
grounds monitering
checking grounds
checking condition of grounds
moniter condition of grounds
check condition of grounds
grounds condition checking
monitering grounds",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor grounds during special events to insure protection of the system, report condition of the grounds and loss of water or plants due to system malfunction."
http://data.europa.eu/esco/skill/8ce4a4af-969b-4d1c-8bfe-891cff82f913,skill/competence,sector-specific,plant green plants,"plant seeds manually
green plants planting
green plant planting",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Plant seeds manually or by using ground equipment.
http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,skill/competence,sector-specific,conserve forests,"forests restoring
forest conserving
restoring forests
restore forests
conserving forests
forest restoring
forests conserving",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Strive to conserve and restore forest structures, biodiversity and ecological functions."
http://data.europa.eu/esco/skill/8e0f43a3-7cb9-45bc-b6e3-0f9b1e3d18b5,skill/competence,sector-specific,carry out aerial tree rigging,"undertake aerial rigging of trees
carrying out aerial tree rigging
aerial tree rigging carrying out
undertaking aerial tree rigging
undertake aerial tree rigging
carrying out aerial rigging of trees
carry out aerial rigging of trees
undertaking aerial rigging of trees",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Undertake aerial tree rigging to safely remove lower tree sections using suitable cuts, minimising shock loading in the rigging systems. Take into account the expected load and the positions of the ground crew, other anchor points, equipment, planned drop zone, and processing area."
http://data.europa.eu/esco/skill/8eb292fb-55f2-4952-b05d-1cbc205f515c,skill/competence,sector-specific,process fruits and vegetables,"prepare fruits and vegetables
produce fruits and vegetable
process fruit and vegetables
process of fruits and vegetables",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Process fruits and vegetables refer to all kinds of methods and techniques used to prepare food products using fruits and vegetables as raw materials.
http://data.europa.eu/esco/skill/8f822c28-fe87-4791-be2b-6b7889da7a79,skill/competence,occupation-specific,store semen,"semen keeping for future use on animals
storing livestock semen for future use
store livestock semen for future use
storing semen for future use on livestock
keeping semen for future use on animals
keep semen for future use on animals
store semen for future use on livestock
keeping animals semen for future use
semen storing for future use on livestock
keep animals semen for future use",,released,2020-06-16T13:31:48.287Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Keep animal semen in reserve at the correct temperature and in accordance with production specifications.
http://data.europa.eu/esco/skill/908e8fa9-7ce7-4328-816f-381748504aa4,skill/competence,sector-specific,assess crop damage,"assessing crop damage
crop damage assessing
evaluate crop damage
evaluating crop damage
crop damage evaluating",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify and evaluate damage to crops due to disorders, adverse physical soil conditions, unsuitable pH, nutrient imbalances and deficiencies, the misuse of crop protection materials, or extreme weather factors."
http://data.europa.eu/esco/skill/910becaf-d07b-455a-a363-0bf9430afb51,skill/competence,cross-sector,clean equipment,"cleansing equipment
clean machines
clean apparatus
cleanse equipment
cleaning equipment
clean sporting devices
clean machinery",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform cleaning routines after equipment use.
http://data.europa.eu/esco/skill/912f7556-6b75-4d73-9658-4e710050199d,skill/competence,sector-specific,apply animal hygiene practices,"manage animal hygiene
manage animal hygiene and biosecurity
ensure animal hygiene
manage hygiene of animals",,released,2020-06-17T07:02:31.253Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan and use appropriate hygiene measures to prevent transmission of diseases and ensure an effective overall hygiene. Maintain and follow hygiene procedures and regulations when working with animals, communicate site hygiene controls and protocols to others. Manage the safe disposal of waste according to destination and local regulations."
http://data.europa.eu/esco/skill/916708d4-9890-4ed1-a46f-3742981aa8ab,skill/competence,sector-specific,perform trellis repairs,"grape trellis mending
mend grape trellis
performing trellis repairs
trellis repairs performing
mending grape trellis
trellis repair performing",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform repairs on trellis in order to support grapes. Secure grapes to the trellis using a twine in case the grape wine should fall from the trellis and not break.
http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,skill/competence,cross-sector,write work-related reports,"produce work-related reports
compose work-related reports
write reports
present reports on work activities
perform work-related reporting
write work reports
carry out work-related reporting
develop reports on work activities
complete work-related reports
undertake work-related reporting
create work-related reports",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Compose work-related reports that support effective relationship management and a high standard of documentation and record keeping. Write and present results and conclusions in a clear and intelligible way so they are comprehensible to a non-expert audience.
http://data.europa.eu/esco/skill/91a6da8d-24dc-4453-9821-de305864677c,knowledge,cross-sector,soil science,"the study of soil
soil studies",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The field of science that studies soil as a natural resource, its characteristics, formation, and classification. It also examines the physical, biological, and chemical potential of soil."
http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,skill/competence,cross-sector,manage contracts,"supervise manage contracts
managing a contract
regulate manage contracts
oversee manage contracts
manage a contract
maintain manage contracts
contract management",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Negotiate the terms, conditions, costs and other specifications of a contract while making sure they comply with legal requirements and are legally enforceable. Oversee the execution of the contract, agree on and document any changes in line with any legal limitations."
http://data.europa.eu/esco/skill/92d36561-e0ce-429e-a6ee-eeee17259953,skill/competence,sector-specific,maintain vineyard machinery,"repair vineyard machinery
vineyard machinery repairing
maintain vineyard machinery and equipment
repairing vineyard machinery and equipment
repairing vineyard machinery
maintaining vineyard machinery
vineyard machinery maintaining
vineyard machinery and equipment repairing
maintaining vineyard machinery and equipment
vineyard machinery and equipment maintaining
repair vineyard machinery and equipment",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Maintain vineyard machinery and equipment, identifying problems and performing basic repairs."
http://data.europa.eu/esco/skill/92dfcb21-863c-4fa8-9458-3760e53e966a,skill/competence,sector-specific,care for juvenile animals,"care for a juvenile animal
assess needs of offspring and juvenile animals
care for offspring and juvenile animals
care for young animals",,released,2024-02-09T17:29:12.215Z,This may include any methods for artificial rearing.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assess the needs of the offspring and juvenile animals. Take appropriate action without delay in case of problems with the health of the offspring or juvenile.
http://data.europa.eu/esco/skill/9354ac54-6d2c-4952-a0a4-188f0406d282,skill/competence,sector-specific,advise on beer production,"recommend on beer production
advise on beer productions
help with beer production
suggest about beer production
advise about beer production",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Advise beer companies, small brewers and managers within the beer industry to improve the quality of the product or of the production process."
http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c,skill/competence,cross-sector,write technical reports,"technical customer report writing
compose technical customer reports
technical reports composition
writing of technical customer reports
compose technical reports
writing technical reports
technical customer reports writing
technical customer report composition
writing of technical reports
technical customer reports composition
composing technical reports
composition of technical reports
technical reports writing
writing technical customer reports
technical report writing
composing technical customer reports",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Compose technical customer reports understandable for people without technical background.
http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989,knowledge,cross-sector,biology,"fundamentals of biology
fundamentals of biological science
basics of biological science
first principles of biological science
basics of biology
science of biology
first principles of biology
field of biology
field of biological science",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tissues, cells, and functions of plant and animal organisms and their interdependencies and interactions with each other and the environment."
http://data.europa.eu/esco/skill/94812554-043f-4ffd-838e-583eccf3e297,knowledge,sector-specific,watering principles,"techniques for irrigating
systems for watering
methods of irrigating
methods of watering
techniques for watering
principles of watering
principles of irrigating
systems for irrigating",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Methods, principles and systems for supplying water to land or crops by means of pipes, sprinklers, ditches or streams."
http://data.europa.eu/esco/skill/949fe489-274a-4ce5-8c00-334b46b144e3,skill/competence,sector-specific,operate horticulture equipment,"horticulture equipment using
using equipment in horticulture
operating equipment in horticulture
operating horticulture equipment
horticulture equipment operating
use equipment in horticulture
use horticulture equipment
operate equipment in horticulture
using horticulture equipment",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate horticultural equipment and assist with servicing. Ensure that vehicles are roadworthy before starting the work.
http://data.europa.eu/esco/skill/94a1b3c5-2a95-4703-8559-973bc6d14747,skill/competence,sector-specific,perform weed control operations,"controlling weeds
weed control operation performing
weed controlling
weeding
performing weed control operations
control weeds
weed control operations performing",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carry out crop spraying for weeds and plant disease operations in line with National industry and customer requirements.
http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,skill/competence,sector-specific,consult with business clients,"consult with clients of business
consulting with business clients
communicate with business clients
obtain feedback from business clients",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Communicate with clients of a business or business project in order to introduce new ideas, obtain feedback, and find solutions to problems."
http://data.europa.eu/esco/skill/958b8802-ec3e-4813-97f7-6c8f48610dbd,skill/competence,sector-specific,identify process improvements,"identify improvement actions
develop improvement actions
process improvements identification
identifying of process improvements
determine improvement actions
select improvement actions
process improvement identification
identify business improvement opportunities
plan improvement actions
finding improvement opportunities
compile improvement actions
identify improvement opportunities
identifying process improvements
find improvement opportunities
identifying business improvement opportunities
identifying improvement opportunities
identification of process improvements",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify possible improvements to operational and financial performance, in order to increase productivity, efficiency, quality, and streamline procedures."
http://data.europa.eu/esco/skill/9601b2a8-68e4-4906-9306-a23679b8f0b0,skill/competence,cross-sector,supervise staff,"staff recruitment and training
recruit and train staff
supervision staff
supervising of staff
recruitment and training of staff
staff supervision
recruiting and training staff
supervising staff",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Oversee the selection, training, performance and motivation of staff."
http://data.europa.eu/esco/skill/96372406-5f7a-439e-b1dc-6f6b1e2303b1,skill/competence,occupation-specific,operate hooves trimming tools,"hooves trimming tools using
hooves trimming tools operating
bovine hooves trimming
using hooves trimming tools
use hooves trimming tools
operate tools for trimming hooves
trim cow hooves
trim bovine hooves
operating hooves trimming tools
hooves trimming tool using
trim hooves of bovines
use tools for trimming hooves
trim hooves of cows
hooves trimming tool operating
operating tools for trimming hooves
cow hooves trimming
using tools for trimming hooves",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Selection and usage of appropriate tools and equipment for trimming bovine hooves. Carry out the trimming of bovine hooves to maintain hoof health, welfare of the animal and productivity taking into account safe working practices for self and animal."
http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,skill/competence,cross-sector,conduct environmental surveys,"conduct surveys on risks to the environment
collect information on environmental risks through implementation of surveys
carry out environmental surveys
conduct environment surveys
gather data on environmental risks through conducting surveys
execute environmental surveys
undertake environmental surveys
conduct surveys on environmental risks
perform environmental surveys
collect data on environmental risks through implementation of surveys",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Conduct surveys in order to collect information for analysis and management of environmental risks within an organisation or in a wider context.
http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9,knowledge,sector-specific,e-agriculture,"smart agriculture
smart farming
agriculture 4.0
information and communication technology in agriculture
digital agriculture",,released,2024-02-28T11:16:02.638Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The design and application of innovative ICT solutions in agriculture, horticulture, viniculture, fishery, forestry and livestock management."
http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,skill/competence,cross-sector,produce sustainable products,"produce low-impact products
develop sustainable products
fabricate green products
manufacture sustainable products",,released,2025-04-03T09:22:29.909Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Manufacture goods in a sustainable manner throughout the product lifecycle which involves promoting social responsibility, conserving resources, and minimizing negative environmental impacts."
http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,skill/competence,cross-sector,publish academic research,"publishes academic research
publish doctoral research
publishing academic research
publish research
publish academic studies",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Conduct academic research, in universities and research institutions, or on a personal account, publish it in books or academic journals with the aim of contributing to a field of expertise and achieving personal academic accreditation."
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,skill/competence,cross-sector,promote the transfer of knowledge,"valorise research findings in industry
valorise research findings in the public sector
ensure connection between research and industry",,released,2020-12-11T12:42:30.498Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Deploy broad awareness of processes of knowledge valorisation aimed to maximise the two–way flow of technology, intellectual property, expertise and capability between the research base and industry or the public sector."
http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,skill/competence,cross-sector,think abstractly,"thinking in abstractions
thinking in abstract concepts
conceptualise reality
carry out abstraction of concepts
conceptualise abstract ideas",,released,2024-02-26T16:23:39.49Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences."
http://data.europa.eu/esco/skill/9a6e9f3a-830d-4bdf-9aee-3db636e8e93d,knowledge,sector-specific,livestock farming systems,"range of livestock husbandry systems
types of livestock husbandry systems
range of livestock farming systems
characteristics of livestock farming systems
systems for livestock husbandry
systems of livestock husbandry
systems for livestock farming
characteristics of livestock husbandry systems
systems of livestock farming
types of livestock farming systems",,released,2024-02-09T17:29:14.494Z,Both organic and non-organic farming systems.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The allocation of farming resources in relation to livestock farming and husbandry systems.
http://data.europa.eu/esco/skill/9b115fce-f6ee-4d20-96f5-847fc6b11c6b,skill/competence,sector-specific,maintain the greenhouse,"greenhouse maintaining
greenhouse cleaning
clean the greenhouse
maintaining the greenhouse
cleaning the greenhouse",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform maintenance work on greenhouses. Clean greenhouse windows, drains and gutters."
